8000,0,0,0,0,0,0
0,0,0,0,0,0,0
0,5730,7310,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,-339,0,0
0,-1440000,-478000,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,-1230,-1.02,0,0,0,0
0,0,0,0,0,0,0
0,0,0,-2430,0,0,0
0,-10.2,-11.1,-1480,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,-2280,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,-1170
0,62.8,68.1,0,0,0,0
0,19.1,62.2,0,0,0,43.5
