768.268893563383,-2842.59490618452,-768.268893563383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,37172622.384798,0,-37172622.384798,0,0,0,0,-10242.95706996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-44161.512145784,0,0,125860.30961548,-125860.309615483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,68825.861417317,-63909.728458938,0,0,0,0,0,0,0,0,0,0,0,-63909.728458938,0,0,0,0,0,0,0,0
0,0,0,0,0,403102.84336536,0,0,0,0,0,0,0,0,0,0,0,-403102.84336536,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8793.332257749,-8793.332257749,0,0,0,0,0,0,0
0,0,0,0,0,0,-1436390.729855,0,0,0,0,0,0,0,0,0,0,0,1436390.729855,0,0,0,0,0,0,0
0,0,0,0,0,0,3273730.2289042,0,0,0,0,0,0,0,0,0,0,0,0,-3273730.2289042,0,0,0,0,0,0
-2999880.191054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2999880.191054,0,0,0,0,0,0
590.1880780108,0,-5901.88078010795,0,8918.95904030137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,50702.810926599,0,0,0,0,-14084.114146278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4386.6862311577,0,0,0,0,0,0,-4386.68623115765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2727.551128574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,4474.0138559695,0,0,0,0,0,0,0,0,0,0,-4474.0138559695,0,0,0,0,0
0,0,0,0,0,0,0,0,0,5183.4925237615,-5183.4925237615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,644.08213027099,-644.08213027099,0,0,0,0,0,-644.08213027099,0,0,644.08213027099,0,0,0,0,0
0,0,0,-514.50152333725,0,0,0,0,0,0,0,514.50152333725,0,0,0,0,0,514.50152333725,0,0,0,-514.50152333725,0,0,0,0
0,0,0,-288.794202998,0,0,0,0,0,0,0,0,0,0,0,0,0,-288.794202998,0,0,288.794202998,288.794202998,0,0,0,0
0,0,0,0,0,0,0,1614.1168748552,0,0,0,0,0,0,0,0,-150.11286936153,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1954.7907129126,0,0,0,0,0,-22.398643585456,0,0,0
-658.82266929482,0,230.22554784787,0,0,0,45.889696399463,0,0,0,0,0,4.7403327567379,0,0,0,0,0,0,0,0,0,1630.5019858741,0,4.5750654694348e-08,4.3536805211032
0,0,0,0,0,0,0,0,0,0,0,0,3018.1528665343,0,0,0,0,0,0,0,0,0,0,-486.79884944102,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-8.9150430671145,0,0,0,0,0,0,0,0,0,294.19642121478,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4067.1034376502,-3651.2535355983,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,23698.433008606,-23425.58920752,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28883.714977872,0,0,0,0,0,0,0,0,0,-2851.304538783
2979.576548515,0,0,0,378.17702346537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2864.9774504952
0,0,88.505754729399,0,0,0,0,0,0,0,0,0,0,0,0,-88.505754729399,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-30.296656124132,0,0,0,0,0,0,0,0,130.0231491994,0,-13.885967390227,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50.903937293132,0,0,0,0,0,0,0,0,228.0312123086,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1387.3673236129,0,0,0,0,1409.33979244974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.067374335932151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.5225929625
0,0,0,0,0,0,0,-62.1556830663948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
